TaxonID,TaxonName,WoldaCode,Authority,TaxonomicLevel,CommonName,TaxonomicPhylum,TaxonomicClass,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,Notes
10757,"Thumatha senex","Not applicable","Hubner","Species","Round-winged muslin","Arthropoda","Insecta","Lepidoptera","Arctiidae","Thumatha ","None"
10758,"Gastopacha quercifolia","Not applicable","Linnaeus","Species","Lappet","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Gastopacha ","None"
10759,"Nola cucullatella","Not applicable","Linnaeus","Species","Short-cloaked moth","Arthropoda","Insecta","Lepidoptera","Arctiidae","Nola ","None"
10760,"Miltochrista miniata","Not applicable","Forster","Species","Rosy footman","Arthropoda","Insecta","Lepidoptera","Arctiidae","Miltochrista ","None"
10761,"Cybosia mesomella","Not applicable","Linnaeus","Species","Four-dotted footman","Arthropoda","Insecta","Lepidoptera","Arctiidae","Cybosia ","None"
10762,"Tyria jacobaeae","Not applicable","Linnaeus","Species","Cinnabar","Arthropoda","Insecta","Lepidoptera","Arctiidae","Tyria ","None"
10763,"Phragmatobia fuliginosa","Not applicable","Linnaeus","Species","Ruby tiger","Arthropoda","Insecta","Lepidoptera","Arctiidae","Phragmatobia ","None"
10764,"Eilema deplana","Not applicable","Esp.","Species","Buff footman","Arthropoda","Insecta","Lepidoptera","Arctiidae","Eilema ","None"
10765,"Spilosoma lubricipeda","Not applicable","Linnaeus","Species","White ermine","Arthropoda","Insecta","Lepidoptera","Arctiidae","Spilosoma ","None"
10766,"Arctia caja","Not applicable","Linnaeus","Species","Garden tiger","Arthropoda","Insecta","Lepidoptera","Arctiidae","Arctia ","None"
10767,"Eilema griseola","Not applicable","Hubner","Species","Dingy footman","Arthropoda","Insecta","Lepidoptera","Arctiidae","Eilema ","None"
10768,"Spilosoma luteum","Not applicable","Hufnagel","Species","Buff ermine","Arthropoda","Insecta","Lepidoptera","Arctiidae","Spilosoma ","None"
10769,"Hepialus humili","Not applicable","Linnaeus","Species","Ghost","Arthropoda","Insecta","Lepidoptera","Hepialidae","Hepialus ","None"
10770,"Eilema lurideola","Not applicable","Zinck.","Species","Common footman","Arthropoda","Insecta","Lepidoptera","Arctiidae","Eilema ","None"
10771,"Diaphora mendica","Not applicable","Clerk","Species","Muslin","Arthropoda","Insecta","Lepidoptera","Arctiidae","Diaphora ","None"
10772,"Hepialus sylvina","Not applicable","Linnaeus","Species","Orange swift","Arthropoda","Insecta","Lepidoptera","Hepialidae","Hepialus ","None"
10773,"Eilema complana","Not applicable","Linnaeus","Species","Scarce footman","Arthropoda","Insecta","Lepidoptera","Arctiidae","Eilema ","None"
10774,"Diacrisia sannio","Not applicable","Linnaeus","Species","Clouded buff","Arthropoda","Insecta","Lepidoptera","Arctiidae","Diacrisia ","None"
10775,"Hepialus fusconebulosa","Not applicable","D. & G.","Species","Map-winged swift","Arthropoda","Insecta","Lepidoptera","Hepialidae","Hepialus ","None"
10776,"Hepialus lupulinus","Not applicable","Linnaeus","Species","Common swift","Arthropoda","Insecta","Lepidoptera","Hepialidae","Hepialus ","None"
10777,"Agrotis vestigialis","Not applicable","Hufnagel","Species","Archer's dart","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis ","None"
10778,"Lycophotia porphyrea","Not applicable","Denis & Schiffermuller","Species","True lover's knot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lycophotia ","None"
10779,"Hepialus hecta","Not applicable","Linnaeus","Species","Gold swift","Arthropoda","Insecta","Lepidoptera","Hepialidae","Hepialus ","None"
10780,"Agrotis clavis","Not applicable","Hufnagel","Species","Heart and Club","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis ","None"
10781,"Spaelotis ravida","Not applicable","Denis & Schiffermuller","Species","Stout dart","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spaelotis ","None"
10782,"Euxoa nigricans","Not applicable","Linnaeus","Species","Garden dart","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa ","Habitat wild plants in cereal fields, the neighbouring cultivated plants. Flight - 1 gen. per year June to July"
10783,"Agrotis puta","Not applicable","Hubner","Species","Shuttle-shaped dart","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis ","None"
10784,"Graphiphora augur","Not applicable","Fabricius","Species","Double dart","Arthropoda","Insecta","Lepidoptera","Noctuidae","Graphiphora ","None"
10785,"Euxoa tritici","Not applicable","Linnaeus","Species","White-line dart","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa ","None"
10787,"Diarsia brunnea","Not applicable","Denis & Schiffermuller","Species","Purple clay","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diarsia ","None"
10788,"Agrotis segetum","Not applicable","Denis & Schiffermuller","Species","Turnip moth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis ","None"
10789,"Agrotis ipsilon","Not applicable","Hufnagel","Species","Dark sword grass","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis ","None"
10790,"Diarsia mendica","Not applicable","Fabricius","Species","Ingrailed clay","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diarsia ","None"
10791,"Diarsia dahill","Not applicable","Hubner","Species","Barred chestnut","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diarsia ","None"
10792,"Xestia castanea","Not applicable","Esp.","Species","Neglected rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia ","None"
10793,"Xestia triangulum","Not applicable","Hufnagel","Species","Double square-spot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia ","None"
10794,"Diarsia rubi","Not applicable","View.","Species","Small square-spot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diarsia ","None"
10795,"Xestia baja","Not applicable","Denis & Schiffermuller","Species","Dotted clay","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia ","None"
10796,"Xestia sexstrigata","Not applicable","Hew.","Species","Six-striped rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia ","None"
10797,"Ochropleura plecta","Not applicable","Linnaeus","Species","Flame shoulder","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ochropleura ","None"
10798,"Eugnorisma depuncta","Not applicable","Linnaeus","Species","Plain clay","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eugnorisma ","None"
10799,"Xestia xanthographa","Not applicable","Denis & Schiffermuller","Species","Square-spot rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia ","None"
10800,"Xestia agathina","Not applicable","Dup.","Species","Heath rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia ","None"
10801,"Xestia c-nigrum","Not applicable","Linnaeus","Species","Setaceous hebrew character","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestria ","None"
10802,"Axylia putris","Not applicable","Linnaeus","Species","Flame","Arthropoda","Insecta","Lepidoptera","Noctuidae","Axylia ","None"
10803,"Paradiarsia glareosa","Not applicable","Esp.","Species","Autumnal rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Paradiarsia ","None"
10804,"Xestia ditrapezium","Not applicable","Denis & Schiffermuller","Species","Triple-spotted clay","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia ","None"
10805,"Anaplectoides prasina","Not applicable","Denis & Schiffermuller","Species","Green arches","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anaplectoides ","None"
10806,"Cerastis rubricosa","Not applicable","Denis & Schiffermuller","Species","Red chestnut","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cerastis ","None"
10807,"Noctua pronuba","Not applicable","Linnaeus","Species","Large yellow underwing","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua ","Fly July to early September. Larvae found on Allium, Rheum, Spinacia, Brassica and other species."
10808,"Polia nebulosa","Not applicable","Hufnagel","Species","Grey arches","Arthropoda","Insecta","Lepidoptera","Noctuidae","Polia ","None"
10809,"Naenia typica","Not applicable","Linnaeus","Species","Gothic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Naenia ","None"
10810,"Noctua fimbrista","Not applicable","Schreb.","Species","Broad-bordered yellow underwing","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua ","None"
10811,"Lacanobia oleracea","Not applicable","Linnaeus","Species","Bright-line brown-eye","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia ","None"
10812,"Noctua comes","Not applicable","Hubner","Species","Lesser yellow underwing","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua ","Fly early July to September."
10813,"Mamestra brassicae","Not applicable","Linnaeus","Species","Cabbage moth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra ","Fly June to September. Larvae found on Spinacia, Brassica and other species."
10814,"Ceramica pisi","Not applicable","Linnaeus","Species","Broom","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ceramica ","None"
10815,"Noctua janthina","Not applicable","Denis & Schiffermuller","Species","Lesser broad-bordered yellow underwing","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua ","Fly late July to August. Larvae found on Arum, Crataegus and primula species."
10816,"Melanchra persicariae","Not applicable","Linnaeus","Species","Dot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Melanchra ","None"
10817,"Hada nana","Not applicable","Hufnagel","Species","Shears","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hada ","None"
10818,"Noctua interjecta Caliginosa","Not applicable","Hubner","Sub species","Least yellow underwing","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua ","None"
10819,"Polia bombycina","Not applicable","Hufnagel","Species","Pale shining brown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Polia ","None"
10820,"Dicestra trifolii","Not applicable","Hufnagel","Species","Nutmeg","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dicestra ","None"
10821,"Lacanobia suasa","Not applicable","Denis & Schiffermuller","Species","Dog's tooth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia ","None"
10822,"Hadena bicruris","Not applicable","Hufnagel","Species","The lychnis","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hadena ","None"
10823,"Cerapteryx graminis","Not applicable","Linnaeus","Species","Antler moth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cerapteryx ","None"
10824,"Lacanobia thalassina","Not applicable","Hufnagel","Species","Pale-shouldered brocade","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia ","None"
10825,"Hadena rivularis","Not applicable","Fabricius","Species","Campion","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hadena ","None"
10826,"Orthosia gothica","Not applicable","Linnaeus","Species","Hebrew character","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia ","None"
10827,"Papestra biren","Not applicable","Goeze","Species","Glaucous shears","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papestra ","None"
10828,"Hadena perplexa perplexa","Not applicable","Denis & Schiffermuller","Sub species","Tawny shears","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hadena ","None"
10829,"Orthosia miniosa","Not applicable","Denis & Schiffermuller","Species","Blossom underwing","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia ","None"
10830,"Hecarata bicolorata","Not applicable","Hufnagel","Species","Broad-barred white","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hecarata ","None"
10831,"Tholera decimalis","Not applicable","Poda","Species","Feathered gothic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tholera ","None"
10833,"Hedena confusa","Not applicable","Hufnagel","Species","Marbled coronet","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hedena ","None"
10834,"Tholera cespitis","Not applicable","Denis & Schiffermuller","Species","Hedge rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tholera ","None"
10835,"Orthosia stabillis","Not applicable","Denis & Schiffermuller","Species","Common quaker","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia ","None"
10836,"Orthosia populeti","Not applicable","Fabricus","Species","Lead-coloured drab","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia ","None"
10837,"Mythimna pallens","Not applicable","Linnaeus","Species","Common wainscot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna ","None"
10838,"Stilbia anomala","Not applicable","Haw.","Species","The anomalous","Arthropoda","Insecta","Lepidoptera","Noctuidae","Stilbia ","None"
10839,"Orthosia incerta","Not applicable","Fabricius","Species","Clouded drab","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia ","None"
10840,"Mythimna impura","Not applicable","Hubner","Species","Smoky wainscot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna ","None"
10841,"Rhizedra lutosa","Not applicable","Hubner","Species","Large wainscot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Rhizedra ","None"
10842,"Orthosia munda","Not applicable","Denis & Schiffermuller","Species","Twin-spotted quaker","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia ","None"
10843,"Mythimna comma","Not applicable","Hubner","Species","Shoulder-striped wainscot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna ","None"
10844,"Photedes pygmina","Not applicable","Haw.","Species","Small wainscot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Photedes ","None"
10845,"Orthosia gracilis","Not applicable","Denis & Schiffermuller","Species","Powdered quaker","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia ","Larvae found on Myrica gale, Salix species, Thalictrum, Ribes and other species."
10846,"Mythimna ferrago","Not applicable","Fabricius","Species","Clay","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna ","Larvae found on Gramineae species and others."
10847,"Charanyca trigrammica","Not applicable","Hufnagel","Species","Treble lines","Arthropoda","Insecta","Lepidoptera","Noctuidae","Charanyca ","None"
10849,"Mythimna conigera","Not applicable","Denis & Schiffermuller","Species","Brown-lie bright-eye","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna ","Larvae found on Gramineae species, Phalaris arundinacea and other species."
10850,"Caradrina morpheus","Not applicable","Hufnagel","Species","Mottled rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Caradrina ","Larvae found on Artemisa vulgaris."
10851,"Hoplodrina alsines","Not applicable","Brahm","Species","Uncertain moth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hoplodrina ","None"
10852,"Apamea monoglypha","Not applicable","Hufnagel","Species","Dark arches","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea ","Larvae found on Gramineae species, Deschampsia flexuosa and Festuca species."
10853,"Apamea scolopacina","Not applicable","Esp.","Species","Slender brindle","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea ","Larvae found on Millium, Deschampsia, Braza and Scarpus species."
10854,"Hoplodrina blanda","Not applicable","Denis","Species","The rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hoplodrina ","None"
10855,"Apamea creneta","Not applicable","Hufnagel","Species","Clouded-bordered brindle","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea ","Larvae found on Phalaris arundinacea, Deschampsia caespita and Festuca species."
10856,"Mesapamea secalis","Not applicable","Linnaeus","Species","Common rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mesapamea ","None"
10857,"Hoplodrina ambigua","Not applicable","Denis & Schiffermuller","Species","Vine's rustic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hoplodrina ","None"
10858,"Apamea sordens","Not applicable","Hb.","Species","Rustic shoulder-knot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea ","Larvae found on Gramineae species, Phalaris arundinacea, Phleum pratense, Festuca species and others."
10859,"Apamea ophiogramma","Not applicable","Esp.","Species","Double lobed","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea ","Larvae found on Phragmites, Phalaris, Glycera and Iris species."
